ID;Titre;Prix;Nb. D'etudiant(e)s;Nb. d'evaluations;Evaluation;Niveaux d'experience2;Duree;Date et l'heure de publication 
576946;Introduction to bookkeeping and Accounting;35;2623;158;6.3;Tous;600;2015-08-21 16:33
743914;Value Investing For Beginners;100;801;48;7.4;Junior;210;2016-05-11 13:20
975982;4 Easy Daily Forex Trades: A Recipe for Trading Success;200;319;19;6;Tous;180;2016-11-16 19:37
682514;Professional Forex strategy;50;353;21;6.9;Tous;120;2016-02-02 23:10
447362;Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager;175;4005;237;7;Tous;930;2015-04-12 16:13
640100;Accounting & Financial Statement Analysis: Complete Training;150;10042;594;8;Junior;60;2015-10-21 20:03
273448;Learn How to Profit In Forex With Market Rhythms;20;85;5;6.8;Junior;120;2014-08-02 13:13
297762;Build a Trading Comps Valuation Model;50;1032;60;6.8;Tous;60;2014-10-01 14:49
1225674;The Advantages of ETF Options and Index Options Trading;60;52;3;7.7;Tous;150;2017-05-23 17:04
239268;Level 1 2014 CFA® Program – Equity Investments;40;347;20;5.6;Tous;180;2015-01-30 03:19
231256;FOREX Currency Trading For Beginners;25;35;2;6.6;Tous;35;2014-06-17 18:18
891484;Forex Trading - Advanced Fundamental Analysis;20;1754;100;7.2;Junior;450;2016-06-30 13:06
951050;Trading Options For Consistent Returns: Calendar Spreads;200;1214;69;7.7;Tous;37;2016-10-07 00:58
56058;Surpassing Your Kickstarter Goals;30;124;7;8.8;Junior;60;2013-05-24 13:42
803664;How to invest in Gold;50;249;14;6.5;Tous;240;2016-06-14 13:10
42645;Backspreads, Diagonals and Butterflies - Advanced Strategies;60;737;41;7.9;Tous;300;2013-03-03 17:15
944594;Strategy layout and Backtesting;200;36;2;6.9;Tous;90;2016-09-21 15:36
777444;Corporate Finance - A Brief Introduction;0;11724;649;7.3;Tous;120;2016-03-04 00:58
301442;Black Algo Trading: Build Your Trading Robot;200;20195;1113;8;Junior;60;2014-10-27 18:01
581598;Commodity Futures Day Trading Strategies;95;91;5;7.8;Intermediaire;120;2015-08-28 19:47
258954;CFA Level 1 - Derivatives;30;110;6;7.9;Tous;150;2014-07-21 06:31
41961;Options Foundation - Time Decay, Implied Volatility, Greeks;60;459;25;5.2;Tous;420;2013-02-16 20:48
746366;Financial Statements: Learn Accounting. Unlock the Numbers.;40;222;12;5.5;Tous;90;2016-02-17 12:55
753610;Trading mit kleinen Konten - Grundlagen die du kennen musst;80;74;4;5.9;Junior;41;2017-03-28 20:06
607362;Accounting 101-Master Class for Understanding Business;20;37;2;5;Junior;150;2015-10-10 00:45
169662;Capital Market Immersion;195;613;33;8.1;Junior;40;2014-02-25 10:43
35131;Introduction to Small Business Accounting Training Tutorial;25;168;9;6.1;Junior;37;2013-01-08 21:57
306360;How to Read Financial Statements:  Build Financial Literacy.;25;188;10;7.7;Tous;180;2014-12-19 13:23
1023650;Financial Modeling for Professionals in 1 Day!;200;226;12;5.8;Tous;180;2016-12-05 11:33
760990;Excel 4 Accounting & Bookkeeping - Master Lookup Functions;35;2638;140;8.1;Tous;750;2016-02-12 22:19
133536;Stock Market Investing for Beginners;150;50855;2698;8.5;Junior;180;2013-12-25 14:53
284118;VPS for Forex Trading - Protect Your Forex Robots;160;4252;225;6.8;Tous;270;2014-09-19 00:07
713258;Bookkeeping Basics:  Understand the Fundamentals;75;853;45;7.2;Tous;90;2016-11-06 17:33
1053272;The Financial Analyst Skills Training (FAST) course 2017;100;589;31;7.5;Tous;240;2017-01-02 12:44
165964;Stock Trading Ninja: Complete System For Trading Success;155;9445;497;7;Tous;60;2014-02-19 14:04
724596;Tax Preparation: Learn Fast! Prepare Taxes with Confidence!;200;609;32;6.3;Tous;300;2016-01-12 12:07
627772;Interpreting financial statements;0;2119;111;7.6;Tous;120;2015-10-28 14:25
73030;Get to grips with the CFA calculator;20;153;8;7.9;Tous;480;2013-08-05 12:02
153926;BITCOIN VISUALLY. Part I.;50;115;6;6;Junior;300;2014-03-16 10:36
288256;Trade Stocks, Forex & Financial Markets like a Professional;20;116;6;6.2;Tous;330;2014-08-28 11:02
236070;Forex Harmonic Trading- With Multiple Forex Chart Examples;135;313;16;7.8;Intermediaire;570;2016-11-28 12:21
380970;The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet;45;8797;449;5.9;Tous;780;2015-01-08 22:55
403100;Trading Stock Chart Patterns For Immediate, Explosive Gains;95;2917;148;8.1;Tous;120;2015-01-30 17:13
1057242;Learn How to Set Up an Incubator Hedge Fund - Step-by-Step;200;1406;71;5.9;Intermediaire;180;2017-01-18 15:55
179820;Introduction to Futures & Options;50;694;35;6.2;Tous;150;2014-03-11 13:06
955748;Trading for Beginners - Entry Level;0;5077;256;7.2;Junior;270;2016-10-03 18:21
151668;Introduction to Financial Modeling;0;29167;1463;6;Senior;180;2014-05-27 12:22
304414;Bookkeeping Systems;20;20;1;8.9;Tous;870;2014-09-22 01:16
179500;Interest Rate Swaps;50;485;24;7.2;Junior;240;2014-03-11 14:08
814068;Get Acquired: Learn From The Head Of Acquisitions For eBay;195;1420;70;6.6;Intermediaire;330;2016-04-28 14:04
537748;What is Bitcoin;20;61;3;6.3;Junior;1170;2015-07-08 20:07
294292;Technical Analysis 101: Ten Primary Candlestick Reversals;95;1741;85;8;Tous;1590;2014-10-05 12:09
94532;Beginner Financial Analysis: Invest Like Warren Buffett;50;83;4;7.7;Intermediaire;1140;2014-03-10 17:49
176136;Trade for a Living;20;293;14;5.6;Tous;150;2014-03-22 18:56
680046;Curso Completo de Opciones Binarias: Estrategias 90% Acierto;145;335;16;7.2;Tous;1170;2015-12-16 11:51
417088;Do Your Own Accounts;35;42;2;7.5;Intermediaire;750;2015-02-13 04:56
660846;Five steps to becoming a winner in stock investing;20;21;1;7.2;Junior;360;2015-11-06 14:05
1020244;Mental Models For Wall Street - Become A Better Trader;0;1067;50;7.5;Junior;300;2016-12-14 16:53
179978;How to Make IT Work Successfully in Capital Markets;50;171;8;8;Tous;990;2014-03-11 12:26
249934;Finance for Non Finance Executives;180;944;44;7.1;Junior;90;2014-06-25 11:09
504036;Short Selling: Learn To Sell Stocks Before The Fall;75;2276;106;7.6;Tous;750;2015-06-22 17:18
692176;Apply finance concepts for smart project management;0;3465;161;6.5;Tous;90;2016-02-23 16:05
101234;The Smart Option Trader;45;412;19;8.1;Intermediaire;60;2013-10-10 18:02
972126;Forex Trading Masterclass - Learn To Trade Better;200;152;7;7.6;Junior;660;2016-10-09 17:19
327788;Bitcoin - A Comprehensive Guide;20;283;13;7.1;Tous;150;2015-01-26 23:10
712994;Learn Wave accounting to maintain books properly;0;1089;50;7.6;Tous;180;2016-01-13 17:06
625568;Charting for Beginners 101: Technical Analysis Demystified;45;2230;102;6.1;Tous;60;2015-10-09 17:27
665866;Investment Portfolio Analysis with Excel;50;154;7;7;Tous;510;2015-11-12 16:51
742142;Learn the Forex Naked Price Action Pogo Trade;60;89;4;6.3;Tous;900;2016-02-10 11:52
542950;MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4;20;313;14;7.7;Junior;450;2015-07-05 13:54
974954;Numeracy skills in business and everyday life:Think and Deal;20;90;4;6.1;Intermediaire;360;2016-10-11 15:36
895936;Financial Modeling - Build Your Own 3 Statement Projection;20;1092;48;7.2;Junior;450;2016-07-05 16:58
596598;Basic Excel for Basic Bookkeeping and Accounting;95;7743;340;7;Tous;390;2015-09-09 20:30
698278;Financial Statements Analysis: Learn to Invest Like a Pro!;50;1237;54;5.2;Tous;570;2016-02-04 12:03
1148774;Options Trading 101: The Basics;100;1514;66;8.2;Junior;60;2017-03-23 18:19
257996;Bookkeeping made simple;30;23;1;8.8;Intermediaire;390;2015-02-13 07:50
564966;The Complete Chart Pattern Trading Course: A Proven Approach;200;2666;115;8.2;Tous;600;2015-08-10 17:07
767256;Mastering Technical Analysis : Maximizing Trading Profits;60;325;14;8.1;Tous;210;2016-03-04 10:33
193916;How to be A High Performance Insurance Broker Part 2;40;70;3;6.4;Tous;180;2014-04-06 12:50
38456;Essential Options: Strategies for Mastering the Stock Market;50;211;9;6.1;Tous;420;2013-03-06 00:28
255046;Investments and Financial Markets;40;71;3;4.9;Junior;60;2014-07-22 15:08
1022796;Trading for winning;200;168;7;6.9;Intermediaire;330;2017-01-23 00:18
774174;Bitcoin For Beginners: Your Quick Start Guide To Bitcoin;0;10670;444;7.3;Tous;240;2016-03-03 16:03
363404;Futures/Commodity Training (Basics);0;4863;202;7.7;Tous;840;2015-02-07 02:04
979616;Investing In Stocks For Big Gains, Fundamental Investing;200;267;11;6.8;Tous;120;2016-10-22 10:28
191854;Stock Market Foundations;0;19339;794;6.9;Junior;210;2014-03-31 17:35
1028030;Analysis of Company Financial Statements;20;832;34;7.3;Junior;90;2016-12-07 15:19
544176;Trading strategies with common sense technical analysis;75;1750;71;5.3;Junior;60;2015-07-19 13:41
262370;Accounting: Get Hired Without Work Experience;100;4661;187;8.3;Junior;120;2014-09-01 17:43
658766;Advanced Financial Management for CA / CS / CFA /CPA Exams;150;375;15;7.5;Tous;90;2015-11-03 13:22
95176;ChalkTalk: Financial Accounting;20;25;1;7.6;Tous;270;2014-01-23 17:33
615206;Professional Bookkeeping & Accounting 1: Sales & Purchases;35;551;22;8.5;Junior;120;2015-09-27 12:52
179824;Equity Products;50;426;17;7.2;Junior;120;2014-03-11 11:48
1016996;Introduction to Corporate Finance (Mergers & Acquisitions);0;2080;83;7.8;Tous;330;2017-02-28 11:14
936298;Trade the News in Forex: EA Robot Included;200;276;11;6.1;Junior;60;2016-08-29 22:40
467238;Advance Technical Analysis;50;152;6;7.7;Junior;660;2015-04-08 14:11
851106;Investment Crowdfunding 101 (a.k.a Equity Crowdfunding);0;4607;181;5.7;Tous;990;2016-05-16 20:43
425126;Year-end QuickBooks Procedures;20;51;2;7.6;Junior;60;2015-02-19 17:08
1225686;Learn Options on Futures for Hedging Options and Stocks;60;51;2;6.9;Tous;30;2017-05-23 18:23
529828;Python for Trading & Investing;95;638;25;7.3;Tous;210;2015-06-17 18:23
497236;Raise Your Credit Score to 800 Or More....;50;844;33;7.2;Tous;1350;2015-07-12 15:05
975414;Contango VXX - ETF Options Trading - Double Your Investment;200;513;20;7.6;Tous;120;2016-10-06 11:10
551910;SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots;25;462;18;7.1;Junior;240;2015-07-15 20:34
148028;Become a Career Day Trader: Asian-Pacific Futures Markets;20;207;8;6.6;Tous;2520;2014-01-27 16:44
868686;Double Entry Bookkeeping;50;440;17;6.7;Tous;1110;2016-06-15 14:23
19653;Accounting Skills for Managers;20;78;3;7.4;Junior;330;2012-06-27 12:41
317572;Accounting 1 Simplified for You;45;2490;95;6;Intermediaire;420;2014-11-09 22:28
352150;Learn to Trade for Profit: Ten Most Profitable Trading Rules;95;739;28;6.2;Junior;1140;2014-12-23 10:28
932274;The Ultimate Fibonacci Trading Plan for Forex and Stocks;200;399;15;6.1;Tous;630;2016-08-19 15:12
941120;Option Trading for Rookies: Make & Manage Profitable Trades;95;507;19;8.3;Tous;120;2016-09-02 18:19
42146;Advanced Finance and Accounting for Startups;40;188;7;6.9;Junior;38;2014-02-27 12:58
518886;MQL4 Tutorial Golden Goose;20;135;5;6.9;Tous;40;2015-06-07 15:32
673016;Build A Career In Forex Trading- Learn Fundamental Analysis;200;2092;77;5;Tous;420;2015-11-23 15:42
199450;Elite Trend Trader: Learn To Trade Stocks, Options & Forex;125;6451;237;5.5;Junior;120;2014-04-16 09:58
798740;Forex Traders - Create Your First Trading Robot. No Coding!;200;2295;84;6.8;Tous;240;2016-05-02 15:26
1188742;Introduction to Cryptocurrencies and Blockchain;0;3775;138;7;Junior;32;2017-05-01 17:18
671578;Forex SOS Course: Trading Tweaks And Working Forex Strategy;50;1315;48;6.7;Senior;60;2015-11-18 17:40
725658;FOREX : LearnTo Trade the Improved ( Advanced ) Patterns;75;55;2;8;Tous;3420;2016-01-12 22:15
265960;Fundamentals of Forex Trading;80;17160;620;5.6;Tous;300;2014-08-29 16:10
443584;Option selling trading as income source. Beginners friendly;195;1276;46;5;Tous;34;2015-04-06 13:34
233294;Financial Translation;20;167;6;8;Junior;60;2014-06-11 13:50
831066;Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5);150;2877;103;6.8;Tous;90;2016-04-26 18:41
709536;Learn to Trade Forex Naked Price Action Big Shadow Trade;0;5407;192;6.3;Tous;390;2016-01-24 23:08
1011058;How To Maximize Your Profits Trading Options;200;1276;45;7.5;Tous;720;2016-12-13 09:57
249950;Binary Options Course - Level 2;0;5874;207;6.7;Tous;31;2014-06-25 22:00
332848;Tax Strategy: Financial Planning for Beginners;200;1703;59;6.2;Tous;210;2014-11-03 20:37
773934;CryptoArbitrager: Bitcoin Trading Robot (no mining);150;1224;42;7;Tous;210;2016-03-23 17:13
885342;Financial Modeling 101;0;1086;37;6.3;Intermediaire;1140;2016-12-19 18:43
1006314;Financial Modeling for Business Analysts and Consultants;45;2174;74;7.2;Tous;270;2016-12-19 14:26
382824;Investment Banking Operations : Securities Trade Life Cycle;30;267;9;5.4;Junior;360;2015-01-02 05:18
920424;Option Trading for Rookies: Basic Option Strategies;95;810;27;7;Tous;90;2016-08-25 14:10
390472;How To Set Up A Limited Company In The UK;0;2075;69;7.3;Tous;360;2015-04-20 19:31
934614;Beginners Guide to Stock Market Investing;0;3283;109;6.4;Junior;360;2016-09-15 14:30
1090408;Learn How to Trade Binary Options Professionally;0;5144;169;6.7;Junior;120;2017-02-03 17:15
403602;Forex Killing Divergence - How to trade with precision;20;1168;38;7.7;Junior;90;2015-01-25 13:41
657130;Trading Mindset, and Three Steps To Profitable Trading;20;246;8;5.8;Tous;240;2015-11-02 15:13
923184;Pin Bars: The Most Powerful Forex Trading Signal;200;494;16;7;Tous;1020;2016-08-10 09:10
189160;Financial Analysis:  A Recipe for Success;0;19614;635;6.9;Tous;120;2014-04-23 11:10
363058;Technical Trading and Investing Made Easy;40;217;7;7.7;Tous;90;2014-12-24 17:46
986034;Technical Analysis Using Elliott Wave Theory;60;217;7;4.2;Intermediaire;90;2016-11-01 15:30
172898;Fundamental Financial Math;50;406;13;8;Junior;90;2014-03-04 14:36
97338;Forex Basics;0;22344;712;6.9;Tous;420;2013-10-16 13:40
1088102;The Psychology of Trading;20;95;3;4.3;Intermediaire;60;2017-02-01 22:58
498488;Your First Successful Forex Trades - With Case Studies;200;1079;34;5.4;Tous;150;2015-05-26 16:48
975074;ALGOTECH Hedge Fund Method for Stock Market Trading;20;605;19;7.6;Junior;32;2016-10-10 17:05
739910;Learn To Trade The Forex Naked Price Action Acapulco Trade;70;288;9;7;Tous;810;2016-01-25 13:11
828254;Budgeting Hacks to Build Wealth!;0;4931;154;6.4;Tous;420;2016-05-31 11:10
781954;Cost Accounting and Financial Management - A Complete Study;150;452;14;6.7;Tous;34;2016-03-04 12:04
302562;Introduction to Accounting: The Language of Business;20;11958;370;8.9;Tous;150;2014-10-02 05:16
706670;FOREX : Learn Technical Analysis;200;1199;37;7.2;Tous;330;2016-01-01 14:04
58977;Financial Statements Made Easy;95;8095;249;7.3;Intermediaire;120;2013-06-08 20:21
637922;Venture Capital. What is it and Why it Matters to You!;50;1566;48;7.8;Tous;240;2015-10-14 13:50
975046;Trading Options With Money Flow;200;1380;42;7.6;Tous;480;2016-10-18 18:52
270844;IAS 1-Presentation of Financial Statements ;0;2674;81;7.7;Junior;990;2014-10-03 08:31
304000;Financial Modelling for entrepreneurs;20;232;7;4.1;Tous;1080;2014-09-20 04:26
1034074;Introduction to Value Growth Investing;0;2768;83;5.8;Junior;120;2016-12-20 11:08
100526;Winning Options Trading System;105;367;11;7.8;Tous;60;2013-10-09 17:12
282050;The Day Trader: Learn to Trade The Stock Market and Forex;20;768;23;7.6;Tous;300;2014-08-21 13:18
1024862;Making Tax Digital - UK HMRC Legislation Explained;0;743;22;8;Intermediaire;180;2017-06-06 10:13
507486;Technical Analysis 101: Secrets of Trading Revealed;150;912;27;8;Tous;270;2015-07-16 18:29
530246;Learn To Invest In Index Funds and ETFs In 7 Easy Steps;20;1132;33;8.5;Tous;120;2015-07-20 19:48
612528;Corporate Finance and Alternative Investment for CFA L1;20;103;3;5.7;Tous;870;2015-09-17 14:09
414246;Bitcoin for Accountants;0;3519;102;6.6;Tous;240;2015-02-05 22:15
64173;Trading: How Transformative Learning Drives Expertise;30;69;2;7.8;Tous;210;2013-07-15 13:20
189996;Introduction to Digital Payments ;0;12217;351;6.5;Intermediaire;510;2014-04-29 01:49
936884;Free Options 101 - Basic of Call and Put Options in 1 Hours;0;2481;71;8;Junior;120;2016-08-22 14:10
889824;61% Profit In 1 Month - Crush Your Forex Trading Paradigm;20;1027;29;7.2;Junior;270;2016-07-18 18:38
402836;Accounting 101: How to read an Accounting Balance Sheet;200;3050;86;5.7;Junior;120;2015-01-27 04:27
247940;Monetizing Your Website: How to Add Cost-Per-Action (CPA) ;35;142;4;7.8;Tous;39;2014-06-30 13:05
407984;Financial Model Basics: Build a model from start to finish;30;5057;142;7.1;Tous;210;2015-02-06 02:12
584410;The Ultimate Guide to Dividend & Dividend Growth Investing;200;2115;59;7.1;Tous;240;2015-11-13 13:10
745832;Succeed at Options Even If You Don't Know Where to Start;200;36;1;8.1;Junior;330;2017-04-17 14:00
945750;Fundamentals of Accounting;20;1560;43;6.1;Junior;90;2016-08-31 18:03
723510;The Complete Position Trading Course: Position Trading Stock;45;1311;36;8.1;Junior;870;2016-01-15 13:10
1154754;Financial Modeling for Startups & Small Businesses;195;4991;137;6.5;Junior;210;2017-03-29 18:36
73898;CFA Level I Workshop 1: Ethics and Quantitative Methods;20;147;4;6.1;Junior;120;2013-08-12 09:21
519776;How to Build a Massive Stock Portfolio from Zero;200;1882;51;8.5;Tous;210;2015-07-20 19:07
601912;TRADING: 5K CHALLENGE;55;375;10;6.4;Tous;300;2015-09-11 20:13
1123226;MasterClass-Japanese &  Heiken Ashi CandleStick Patterns;195;375;10;7.4;Intermediaire;120;2017-03-12 12:13
805336;Introductory Forex Trading Course;0;5931;158;6.4;Tous;870;2016-05-04 18:34
602032;Ultimate Stock Market Investing: Learn How to Value Stocks;50;1519;40;8;Junior;60;2015-11-02 19:09
419308;TRADING TACTICS;145;951;25;6.9;Tous;330;2015-02-13 15:19
1191504;How to create a routine Trading;25;307;8;6.7;Junior;120;2017-05-01 14:50
862786;Financial modeling: Build a multiples valuation model;20;656;17;7.2;Tous;150;2016-05-30 14:00
542028;MQL4 Tutorial Bootcamp - Trading Robot Coding in Metatrader4;30;1278;33;5.8;Junior;60;2015-07-02 17:57
73046;CFA Level I Foundation Course: Introduction to Quants;50;155;4;6.7;Tous;540;2013-08-05 12:03
738910;[Value Investing] Where White People Keep Their Money;200;2715;70;6.2;Tous;60;2016-05-25 17:04
883394;Forex - Calculate Lot Size Like Pro;20;543;14;6.5;Tous;300;2016-06-20 23:14
860890;"Using 'The Greeks To Understand Options""";50;2134;55;7.8;Junior;540;2016-07-13 14:37
59725;Small Business and Managerial Accounting Training Tutorial;20;117;3;7.8;Intermediaire;450;2013-06-19 13:52
327962;Forex Trading Profitably;20;512;13;7.1;Tous;120;2014-11-04 07:37
474150;Technical Analysis tools for Stocks and Options trading;40;3555;89;9;Tous;900;2015-04-12 14:31
479496;Basic Technical Analysis;50;40;1;8.4;Tous;38;2015-08-05 13:19
737514;Forex Scam: Avoid the scam today;20;1086;27;8;Intermediaire;180;2016-02-04 19:04
915206;MetaTrader4 Platform Training;0;1819;45;6.4;Junior;120;2016-09-21 15:16
213154;Automate Your Finances;20;690;17;8.2;Junior;39;2014-05-08 19:09
511952;Investment Banking: How to Land a Job on Wall Street;75;1218;30;6.6;Junior;120;2015-06-11 15:09
830994;Non Directional Weekly Options Trading System - ETF & Emini;200;897;22;6.4;Tous;90;2016-05-24 11:43
65105;Professional Risk Manager (PRM) Certification: Level 2;50;41;1;6.7;Tous;90;2013-07-23 16:24
1266306;Forex Trading: Your Complete Guide to Get Started Like a Pro;140;1026;25;8;Junior;330;2017-06-27 18:21
255280;WE WILL PAY YOU TO TRADE WITH US;20;2101;51;7.5;Tous;180;2014-08-18 17:09
703770;MQL4 Programming for Traders: Build Robust Trading Robots!;195;1367;33;8;Tous;240;2016-02-21 19:31
722682;Advanced Excel functions;20;1964;47;6.7;Junior;150;2016-01-12 15:03
598094;Crowdfunding to Win;40;627;15;7.4;Tous;120;2015-09-23 18:16
953490;TopTrader Academy - Complete Options Course;150;42;1;7.5;Tous;90;2016-09-13 18:09
474238;Excel functions to analyze and visualize data;20;2283;54;6.7;Tous;120;2015-04-20 14:52
610890;TRADING PSYCHOLOGY: Trading Mindset Mastery;120;975;23;8.6;Tous;180;2015-09-30 14:57
226084;IAS37 - Provisions, Contingents Liabilities & Assets;0;2247;53;7.7;Junior;120;2014-06-30 04:58
514036;Crystal ball trading - foresee price with seasonal patterns;145;807;19;5.6;Intermediaire;360;2015-06-14 18:08
543212;Forex Trading using professional indicators by TOP traders;200;1699;40;7.8;Tous;360;2015-07-07 16:37
517938;Algorithmic Trading in MATLAB: WFAToolbox App GUI (Finance);20;1749;41;6.5;Tous;270;2015-06-23 18:37
403628;Bookkeeping to Command Senior Bookkeeping Wages;55;683;16;5.5;Tous;2580;2015-03-05 20:31
735550;How to Trade Binary Options Effectively – All Levels;195;1680;39;6.5;Tous;60;2016-01-27 12:51
215728;Shark Accounting - Building a Business by the Numbers!;20;6050;140;7.5;Tous;1050;2014-05-18 15:08
81064;Easy Forex and Futures Trading;100;218;5;7;Tous;210;2013-12-30 20:22
585752;Forex Trading Secrets |MT4 Robot (EA) inside, no coding;150;2096;48;6.5;Junior;60;2015-08-24 18:16
281844;How to Pick Stocks;20;131;3;7.6;Tous;60;2014-09-15 15:45
713416;Proven Methods In Trading Candlestick Patterns;75;438;10;7.6;Intermediaire;660;2016-02-12 18:44
462474;Business Banking 101;25;132;3;8.2;Tous;180;2015-04-06 14:05
316750;Technical Analysis 101: Master the Basics of Trading;95;2688;61;7.3;Intermediaire;810;2015-05-13 18:54
1053462;Management Accounting A Complete Study;150;133;3;6.1;Junior;90;2016-12-29 10:07
848664;Option Trading for Rookies:  Understand Options Completely;150;2893;65;6.9;Tous;450;2016-08-10 11:27
645634;How to Build Profitable FOREX Automated Trading Strategies!;200;358;8;6.8;Tous;180;2015-11-10 20:16
716828;The Beginner's Guide to the Futures and Options Trading;0;6185;138;6.8;Junior;120;2016-01-18 14:47
662996;The Tax Advantaged Investor: A Guide to Legal Tax Reduction!;0;1888;42;5;Tous;810;2015-12-17 00:22
1107904;Financial Reporting A Comprehensive Study;50;45;1;6.6;Tous;270;2017-02-09 16:58
923616;Website Investing 101 - Buying & Selling Online Businesses;0;6811;151;8.8;Tous;210;2016-08-05 13:03
73044;CFA Level I Foundation: Introduction to Financial Reporting;50;226;5;6.6;Tous;330;2013-08-05 12:02
153210;Learn Accounting. Understand Business.;200;5572;123;6.7;Tous;1200;2014-03-27 13:58
680044;Binary Options: Trading Strategies, 90% Accuracy and Signals;195;1723;38;4.9;Junior;270;2015-12-14 13:29
779000;Beginners Forex strategy;0;2144;47;7.9;Tous;150;2016-03-18 11:07
599684;Profitable binary option trading strategy;195;1096;24;5.4;Junior;120;2015-10-28 20:34
592338;Forex Trading Secrets of the Pros With Amazon's AWS;200;4284;93;6.8;Intermediaire;210;2015-09-11 12:47
515326;Financial analysis: Compare performance of companies;20;1850;40;8.8;Intermediaire;60;2015-06-01 16:09
74004;CFA Level I Workshop 4: Fixed Income and Equity;20;139;3;5.7;Tous;150;2013-08-12 09:51
536166;TRADING MARKET MAP;45;1489;32;6.7;Intermediaire;43;2015-07-01 12:25
521342;Succeed in Forex Even if You Don't Know Where to Start!;200;1806;38;7.1;Tous;240;2015-06-19 18:16
442114;Take Control By Learning The Stock Market Now;30;1440;30;6.8;Tous;60;2015-03-09 21:15
662318;Learn Quickbooks to maintain books properly;20;241;5;8.2;Junior;60;2015-11-09 15:36
1068986;How To Profit From Stock Market Volatility;0;1736;36;6.7;Junior;330;2017-01-23 13:23
624016;TRADING FOR A LIVING: Trading Full-Time Transition Guide;195;483;10;7.3;Intermediaire;330;2015-11-06 11:18
572744;Trend Traders Club: How To Find And Trade Fast Moving Trends;75;1513;31;7.3;Tous;120;2015-08-04 15:16
988804;7 Steps: Your Introduction to Trading;25;1076;22;5.2;Tous;120;2016-11-04 18:07
119276;Aprende a hacer paper trading (simulación) con Ninja Trader;25;148;3;8;Junior;120;2013-11-15 12:53
219306;Learn about it;20;1193;24;6.6;Tous;60;2014-06-05 18:40
532836;How to Build a Massive Retirement Plan from Scratch!;200;1498;30;7.7;Tous;90;2015-06-22 19:04
57415;Interpreting Financial Statements;20;1449;29;4.4;Tous;1290;2013-06-06 17:50
917172;Forex - Trade Gartley with Precision - Complete Strategy;20;50;1;6.7;Junior;210;2016-07-29 12:49
258894;How to Read a Balance Sheet;50;1055;21;6.2;Intermediaire;60;2014-07-11 07:40
615602;Valuation of Goodwill for CA / CFA / CMA Exams;20;1509;30;7;Tous;90;2015-09-23 13:16
400976;Bitcoin Trading 101;95;302;6;6.9;Junior;90;2015-01-29 03:03
1020760;Introduction to Accounting : Mastering Financial Statements;50;1916;38;7.6;Tous;420;2016-12-05 17:14
757450;Bulletproof Personal Finance: Expert Asset Allocation;45;1119;22;6.6;Tous;120;2016-02-09 23:57
831170;CurrencyFair - Avoid Bank Charges when converting currencies;0;1730;34;7.2;Tous;150;2016-05-05 10:38
247558;A Complete Guide to Becoming a Trader on the Forex Market;25;562;11;7.4;Junior;42;2014-06-28 01:52
529718;Forex - Elliott Wave Theory with Fibonacci. ;20;2769;54;6.4;Tous;660;2015-06-19 18:06
619296;CFA: Fast Track your career in Finance;20;1393;27;6.5;Tous;210;2015-09-29 16:12
677802;Adventure Capital: How to pay off debt ;20;2895;56;6.8;Tous;150;2015-11-23 16:19
706942;Forex Trading For Beginners ;0;9483;183;8;Tous;840;2016-01-13 21:46
466774;Learn About Bitcoin and Bitcoin Mining;20;520;10;6.6;Tous;60;2015-05-01 19:05
262818;Simple Options Trading System;35;104;2;7.6;Tous;1050;2014-07-31 16:25
1079040;Leaps Options Trading System - Diagonal Leaps Options Spread;200;993;19;7.8;Tous;600;2017-01-19 14:09
1134864;Simple things you must know before start FOREX (OFFER);200;1053;20;6.7;Tous;90;2017-03-10 17:11
493014;Financial modeling: Build a forward looking financial model;20;2317;44;7.5;Tous;43;2015-05-05 13:47
662450;How I Trade Forex Successfully;0;5768;109;8.8;Intermediaire;60;2015-11-13 12:28
136244;Triple P Trading Course;20;797;15;7.6;Tous;1500;2013-12-23 23:53
674354;Invest Like a Pro!;200;1173;22;6.5;Intermediaire;390;2015-12-29 13:56
1266148;Preparation of Consolidated Financial Statements (Basic);0;965;18;4.9;Junior;60;2017-06-28 16:37
501960;Binary, Forex, Stock and Bitcoin Trading Strategy;0;3757;70;6.3;Tous;450;2015-05-28 18:38
557208;Accounting - Basic Costing ;40;108;2;7.7;Tous;540;2015-08-04 14:45
941520;Financial Accounting For Beginners;60;164;3;6.6;Junior;240;2016-09-25 14:41
987682;Stocks: Quick Method to get started Investing;0;718;13;7.8;Tous;120;2017-05-18 13:37
530768;Advanced Stock Options for Serious Equity Investors!;200;1271;23;6.1;Junior;240;2015-09-22 15:48
1170894;Python Algo Stock Trading: Automate Your Trading!;95;1165;21;6.6;Tous;630;2017-05-28 19:41
1218552;Forex for Beginners: Easy Forex Trading for Beginners;0;1780;32;6.3;Tous;90;2017-05-18 12:48
1103272;How to remove Risk from Penny Stocks - Options Trading;200;668;12;6.7;Tous;300;2017-02-06 19:45
